Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
Timmins—Baie James,Ontario,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Charlie Angus,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SousaCharles_Lib.jpg
North Okanagan—Shuswap,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mel Arnold,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BernierMaxime_CPC.jpg
Madawaska—Restigouche,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,René Arseneault,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ArseneaultRené_Lib.jpg
Nepean,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Chandra Arya,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CollinsChad_Lib.jpg
Skeena—Bulkley Valley,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Taylor Bachrach,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JansenTamara_CPC.jpg
Niagara-Centre,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Vance Badawey,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BadaweyVance_Lib.jpg
Yukon,Territoires,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Larry Bagnell,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BagnellLarry_Lib.jpg
Mississauga—Malton,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Navdeep Bains,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Erskine-SmithNathaniel_Lib.jpg
Etobicoke-Centre,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Yvan Baker,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BakerYvan_Lib.jpg
Niagara Falls,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tony Baldinelli,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BaldinelliTony_CPC.jpg
Foothills,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,John Barlow,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarlowJohn_CPC.jpg
Leeds—Grenville—Thousand Islands et Rideau Lakes,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Michael Barrett,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JolyMélanie_Lib.jpg
Pierre-Boucher—Les Patriotes—Verchères,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Xavier Barsalou-Duval,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarsalouDuvalXavier_BQ.jpg
Sydney—Victoria,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jaime Battiste,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BattisteJaime_Lib.jpg
La Pointe-de-l'Île,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Mario Beaulieu,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GladuMarilyn_CPC.jpg
Burnaby-Nord—Seymour,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Terry Beech,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkTed_CPC.jpg
Calgary Heritage,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bob Benzen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BenzenBob_CPC.jpg
Montarville,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Stéphane Bergeron,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DionStéphane_Lib.jpg
Mégantic—L'Érable,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Luc Berthold,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BertholdLuc_CPC.jpg
Selkirk—Interlake—Eastman,Manitoba,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,James Bezan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BezanJames_CPC.jpg
St. Catharines,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Chris Bittle,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HardcastleCheryl_NDP.jpg
Elmwood—Transcona,Manitoba,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Daniel Blaikie,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlaikieDaniel_NDP.jpg
Scarborough-Sud-Ouest,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bill Blair,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlairBill_Lib.jpg
Beloeil—Chambly,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Yves-François Blanchet,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlanchetYves-François_BQ.jpg
Rimouski-Neigette—Témiscouata—Les Basques,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Maxime Blanchette-Joncas,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BélangerMauril_Lib.jpg
Bellechasse—Les Etchemins—Lévis,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Steven Blaney,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlaneySteven_CPC.jpg
Kings—Hants,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kody Blois,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BloisKody_Lib.jpg
Terrebonne,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Michel Boudrias,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LevittMichael_Lib.jpg
Rosemont—La Petite-Patrie,Québec,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Alexandre Boulerice,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BoulericeAlexandre_NDP.jpg
Tobique—Mactaquac,Provinces maritimes,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Richard Bragdon,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CanningsRichard_NDP.jpg
Barrie—Innisfil,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,John Brassard,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrassardJohn_CPC.jpg
Hamilton-Est—Stoney Creek,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bob Bratina,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BratinaBob_Lib.jpg
Lac-Saint-Jean,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Alexis Brunelle-Duceppe,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Brunelle-DuceppeAlexis_BQ.jpg
Red Deer—Lacombe,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Blaine Calkins,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CalkinsBlaine_CPC.jpg
Okanagan-Sud—Kootenay-Ouest,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Richard Cannings,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HébertRichard_Lib.jpg
Winnipeg-Centre-Sud,Manitoba,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jim Carr,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CarrJim_Lib.jpg
Oshawa,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Colin Carrie,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CarrieColin_CPC.jpg
Charlottetown,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sean Casey,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FraserSean_Lib.jpg
Saint-Maurice—Champlain,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,François-Philippe Champagne,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampagneFrancoisPhilippe_Lib.jpg
Drummond,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Martin Champoux,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/WarawaMark_CPC.jpg
Scarborough-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Shaun Chen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MalcolmsonSheila_NDP.jpg
Steveston—Richmond-Est,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kenny Chiu,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ChiuKenny_CPC.jpg
Wellington—Halton Hills,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Michael Chong,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LantsmanMelissa_CPC.jpg
St. Albert—Edmonton,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Michael Cooper,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarrettMichael_CPC.jpg
Acadie—Bathurst,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Serge Cormier,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AliShafqat_Lib.jpg
Edmonton-Centre,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,James Cumming,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CummingJames_CPC.jpg
Pitt Meadows—Maple Ridge,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marc Dalton,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DaltonMarc_CPC.jpg
York—Simcoe,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Scot Davidson,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AitchisonScott_CPC.jpg
Vancouver Kingsway,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Don Davies,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DaviesDon_NDP.jpg
Louis-Saint-Laurent,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Gérard Deltell,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DeltellGérard_CPC.jpg
Nova-Ouest,Provinces maritimes,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Chris d'Entremont,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BittleChris_Lib.jpg
Rivière-des-Mille-Îles,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Luc Desilets,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DesiletsLuc_BQ.jpg
Surrey—Newton,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sukh Dhaliwal,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacKinnonSteven_Lib.jpg
Edmonton Griesbach,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kerry Diotte,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DiotteKerry_CPC.jpg
Cariboo—Prince George,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Todd Doherty,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DohertyTodd_CPC.jpg
Don Valley-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Han Dong,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DongHan_Lib.jpg
Simcoe—Grey,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Terry Dowdall,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeechTerry_Lib.jpg
Red Deer—Mountain View,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Earl Dreeshen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DreeshenEarl_CPC.jpg
Glengarry—Prescott—Russell,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Francis Drouin,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DrouinFrancis_Lib.jpg
Bourassa,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Emmanuel Dubourg,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DubourgEmmanuel_Lib.jpg
Québec,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jean-Yves Duclos,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuclosJeanYves_Lib.jpg
Winnipeg-Sud,Manitoba,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Terry Duguid,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DowdallTerry_CPC.jpg
Stormont—Dundas—South Glengarry,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Eric Duncan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuncanEric_CPC.jpg
Hamilton Mountain,Ontario,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Scott Duvall,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ReidScott_CPC.jpg
Malpeque,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Wayne Easter,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/EasterWayne_Lib.jpg
Willowdale,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ali Ehsassi,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EhsassiAli_Lib.jpg
Laval—Les Îles,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Fayçal El-Khoury,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ElKhouryFayçal_Lib.jpg
Baie de Quinte,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Neil Ellis,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BainsNavdeep_Lib.jpg
Chatham-Kent—Leamington,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Dave Epp,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EppDave_CPC.jpg
Beaches—East York,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Nathaniel Erskine-Smith,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CullenNathan_NDP.jpg
Provencher,Manitoba,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ted Falk,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BachrachTaylor_NDP.jpg
Abbotsford,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ed Fast,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FastEd_CPC.jpg
Hull—Aylmer,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Greg Fergus,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FergusGreg_Lib.jpg
Halifax,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Andy Fillmore,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FillmoreAndy_Lib.jpg
Miramichi—Grand Lake,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pat Finnigan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StOngePascale_Lib.jpg
Dartmouth—Cole Harbour,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Darren Fisher,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FisherDarren_Lib.jpg
Mississauga-Est—Cooksville,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Peter Fonseca,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ManlyPaul_GP.jpg
Rivière-du-Nord,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Rhéal Fortin,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BragdonRichard_CPC.jpg
London-Centre-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Peter Fragiskatos,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FonsecaPeter_Lib.jpg
Nova-Centre,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sean Fraser,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LemireSébastien_BQ.jpg
Notre-Dame-de-Grâce—Westmount,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marc Garneau,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SerréMarc_Lib.jpg
Esquimalt—Saanich—Sooke,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Randall Garrison,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarrisonRandall_NDP.jpg
Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bernard Généreux,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GénéreuxBernard_CPC.jpg
Sherwood Park—Fort Saskatchewan,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Garnett Genuis,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GenuisGarnett_CPC.jpg
Kingston et les Îles,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mark Gerretsen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/EykingMark_Lib.jpg
Portneuf—Jacques-Cartier,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Joël Godin,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GodinJoël_CPC.jpg
Lévis—Lotbinière,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jacques Gourde,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GourdeJacques_CPC.jpg
Hamilton-Centre,Ontario,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Matthew Green,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JenerouxMatt_CPC.jpg
Laurier—Sainte-Marie,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Steven Guilbeault,H,43,https://cdn-icons-png.flaticon.com/512/1/1247.png
Calgary Forest Lawn,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jasraj Singh Hallan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HallanJasrajSingh_CPC.jpg
Fleetwood—Port Kells,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ken Hardie,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HardieKen_Lib.jpg
St. John's-Est,Provinces maritimes,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Jack Harris,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/HarrisJack_NDP.jpg
Prince Albert,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Randy Hoback,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HobackRandy_CPC.jpg
Ajax,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mark Holland,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GerretsenMark_Lib.jpg
Mont-Royal,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Anthony Housefather,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HousefatherAnthony_Lib.jpg
York-Sud—Weston,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ahmed Hussen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HussenAhmedD_Lib.jpg
Alfred-Pellan,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Angelo Iacono,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IaconoAngelo_Lib.jpg
Edmonton Riverbend,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Matt Jeneroux,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MihychukMaryAnn_Lib.jpg
Courtenay—Alberni,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Gord Johns,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JohnsGord_NDP.jpg
Richmond Hill,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Majid Jowhari,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JowhariMajid_Lib.jpg
New Westminster—Burnaby,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Peter Julian,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FragiskatosPeter_Lib.jpg
Cape Breton—Canso,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mike Kelloway,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RempelMichelle_CPC.jpg
Calgary Rocky Ridge,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pat Kelly,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FinniganPat_Lib.jpg
Thornhill,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Peter Kent,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JulianPeter_NDP.jpg
Souris—Moose Mountain,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Robert Kitchen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisseyRobertJ._Lib.jpg
Calgary Shepard,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tom Kmiec,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KmiecTom_CPC.jpg
Regina—Wascana,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Michael Kram,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CoteauMichael_Lib.jpg
Battle River—Crowfoot,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Damien Kurek,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KurekDamien_CPC.jpg
Windsor—Tecumseh,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Irek Kusmierczyk,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusmierczykIrek_Lib.jpg
Edmonton—Wetaskiwin,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mike Lake,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BossioMike_Lib.jpg
LaSalle—Émard—Verdun,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,David Lametti,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamettiDavid_Lib.jpg
Winnipeg-Nord,Manitoba,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kevin Lamoureux,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamoureuxKevin_Lib.jpg
